host_name,host_acceptance_rate,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value
Liqin,99,9.0,Queens,40.75792,-73.8193,Private room,2,1.0,1 private bath,1.0,112.0,139,4.88,4.93,4.96,4.94,4.65,4.8
Joshua,100,2.0,Brooklyn,40.63827,-74.0164,Private room,1,1.0,1 shared bath,1.0,40.0,30,4.8,4.77,4.63,4.93,4.9,4.77
Momoyo,80,299.0,Manhattan,40.851756334939175,-73.94003065208166,Private room,1,1.0,1 shared bath,1.0,38.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Tony,97,3.0,Manhattan,40.74697296939259,-74.00178397023312,Private room,2,1.0,1 private bath,1.0,144.0,126,4.57,4.5,3.94,4.76,4.93,4.54
Eskander,100,10.0,Bronx,40.84561,-73.86301,Entire home/apt,8,1.0,1 bath,4.0,159.0,6,3.83,3.5,3.5,4.17,3.67,4.17
Joshua,96,4.0,Brooklyn,40.6746995812202,-73.90871769116475,Private room,2,1.0,1 shared bath,1.0,90.0,11,4.64,4.91,4.55,4.91,4.0,4.55
Ethan,64,8.0,Manhattan,40.73204,-73.98921,Entire home/apt,3,1.0,1 bath,1.0,500.0,18,4.83,4.83,4.78,4.83,5.0,4.72
Jerry & Lynn,66,32.0,Manhattan,40.75244,-73.97121,Entire home/apt,5,1.0,1 bath,2.0,210.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Koichi,98,24.0,Manhattan,40.7336,-73.98767,Private room,3,1.0,1 bath,1.0,65.0,79,4.39,4.49,4.33,4.65,4.81,4.42
Karen,100,6.0,Bronx,40.87027519999999,-73.8386786,Private room,3,1.0,1 private bath,1.0,120.0,29,4.55,4.59,4.83,4.9,4.52,4.31
Sara,88,4.0,Manhattan,40.73681,-73.98111,Entire home/apt,4,1.0,1 bath,1.0,187.0,16,5.0,4.94,4.88,5.0,4.94,4.81
Natalie,93,18.0,Brooklyn,40.64982,-73.92977,Entire home/apt,4,1.0,1 bath,2.0,180.0,16,4.81,4.69,4.75,4.81,4.56,4.69
John,94,1.0,Manhattan,40.718957843583055,-73.98530069229996,Entire home/apt,5,2.0,2 baths,3.0,584.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Farrel,0,1.0,Brooklyn,40.64196,-73.92883,Entire home/apt,5,1.0,1 bath,1.0,500.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Rupinder,96,1.0,Queens,40.7646657,-73.882025,Entire home/apt,3,1.0,1 bath,2.0,171.0,30,4.67,4.5,4.77,4.93,4.47,4.63
Kazeem,97,1.0,Queens,40.6811111,-73.7890264,Private room,2,1.0,1 private bath,1.0,118.0,11,4.64,4.64,4.73,4.82,4.36,4.45
Sam,99,7.0,Brooklyn,40.60767,-73.99714,Entire home/apt,2,1.0,1 bath,1.0,95.0,54,4.67,4.8,4.64,4.75,4.62,4.62
Sophie,96,4.0,Brooklyn,40.62562942504883,-74.02896881103516,Private room,1,1.0,1 shared bath,1.0,65.0,73,5.0,4.99,4.97,4.96,4.84,4.95
Alan,100,3.0,Manhattan,40.75726482226138,-73.99239898112613,Entire home/apt,4,1.0,1 bath,1.0,300.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Quinten,98,5.0,Brooklyn,40.67245778086581,-73.94842873161726,Entire home/apt,2,1.0,1 bath,1.0,120.0,10,4.5,4.8,4.3,4.8,4.9,4.6
Vakho,100,1.0,Brooklyn,40.70524,-73.9301,Private room,1,1.0,1 bath,1.0,71.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Rita,99,6.0,Bronx,40.82469,-73.91286,Private room,2,1.0,1 shared bath,3.0,79.0,10,4.9,4.8,5.0,5.0,4.7,4.9
Charlie,41,1.0,Brooklyn,40.709180566877926,-73.9401284299423,Private room,2,1.0,1 bath,1.0,132.0,11,4.91,5.0,4.82,5.0,4.73,4.73
Jason,91,5.0,Brooklyn,40.70758,-73.94117,Private room,1,1.0,1 shared bath,1.0,150.0,12,5.0,5.0,5.0,5.0,5.0,4.92
D. Christopher,100,2.0,Manhattan,40.79702,-73.94949,Private room,4,1.0,1 shared bath,1.0,74.0,451,4.53,4.58,4.57,4.73,4.62,4.5
Tanesha,97,1.0,Brooklyn,40.69281,-73.91527,Entire home/apt,4,1.0,1 bath,2.0,135.0,71,4.89,4.94,4.99,4.97,4.8,4.82
Rachel,100,3.0,Brooklyn,40.67689733566923,-73.89511810605153,Private room,1,1.0,1 shared bath,1.0,35.0,9,3.22,3.67,3.56,4.22,2.89,3.56
Armande,100,8.0,Manhattan,40.8084,-73.94071,Private room,2,1.0,1 shared bath,1.0,70.0,41,4.76,4.88,4.61,4.9,4.8,4.76
David,99,4.0,Brooklyn,40.67209,-73.90867,Entire home/apt,10,2.0,2 baths,6.0,349.0,29,4.86,4.82,4.79,4.93,4.43,4.71
Ina,94,2.0,Manhattan,40.71913,-73.98842,Private room,1,1.0,1 shared bath,1.0,65.0,55,4.75,4.87,4.87,4.82,4.85,4.75
Noelle,90,10.0,Queens,40.76317,-73.76734,Entire home/apt,4,1.0,1 bath,2.0,145.0,18,4.94,5.0,4.89,5.0,4.94,4.94
Yelena,100,3.0,Queens,40.73361,-73.85461,Entire home/apt,4,1.0,1 bath,2.0,130.0,87,4.77,4.66,4.79,4.83,4.75,4.71
Jerome,70,1.0,Manhattan,40.81555,-73.95338,Private room,1,1.0,1 shared bath,1.0,100.0,59,4.85,4.92,4.86,4.93,4.75,4.8
CozySuites Copake,99,15.0,Manhattan,40.7712,-73.95819,Entire home/apt,3,1.0,1 bath,0.0,117.0,6,4.83,4.83,4.5,4.83,5.0,4.17
Bobby,17,1.0,Manhattan,40.726379,-74.003387,Entire home/apt,2,1.0,1 bath,1.0,275.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Qingming,49,9.0,Brooklyn,40.63834,-74.02568,Private room,1,1.0,1 shared bath,1.0,50.0,3,5.0,4.67,4.67,5.0,4.67,4.33
Kendall,100,1.0,Brooklyn,40.71157,-73.94953,Entire home/apt,4,1.0,1 bath,1.0,362.0,53,4.89,4.89,4.85,4.96,4.92,4.72
Monika,100,2.0,Queens,40.77341079711914,-73.91718292236328,Private room,2,1.0,1 shared bath,1.0,90.0,25,4.76,4.92,4.88,4.96,4.84,4.8
Aissa,25,1.0,Manhattan,40.79753,-73.97056,Entire home/apt,2,2.0,2 baths,0.0,60.0,6,4.17,4.67,3.67,4.83,5.0,4.17
Brett,78,4.0,Manhattan,40.72299,-74.00171,Entire home/apt,6,1.0,1 bath,3.0,599.0,14,4.93,5.0,5.0,5.0,5.0,4.93
Rosa,100,2.0,Queens,40.76555,-73.86753,Private room,1,1.0,1 shared bath,1.0,60.0,507,4.82,4.88,4.84,4.88,4.79,4.83
Ksenia,90,11.0,Brooklyn,40.67779,-73.91676,Private room,4,1.0,1 private bath,2.0,189.0,78,4.86,4.9,4.82,4.97,4.44,4.76
Shaun,99,37.0,Manhattan,40.73838737801034,-73.99363566139849,Entire home/apt,8,3.0,3 baths,3.0,1240.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Caroline,55,8.0,Brooklyn,40.68527,-73.92309,Private room,4,1.0,1 shared bath,1.0,59.0,144,4.43,4.61,4.78,4.44,4.4,4.52
Sonder (NYC),100,758.0,Manhattan,40.74915,-73.97562,Entire home/apt,2,1.0,1 bath,1.0,231.0,22,4.18,4.32,4.36,4.27,4.86,4.23
Ignacio,99,34.0,Manhattan,40.76447,-73.99249,Entire home/apt,2,1.0,1 bath,1.0,99.0,7,4.14,4.14,3.86,4.29,4.43,4.0
Stanley,95,86.0,Manhattan,40.75032,-73.97705,Entire home/apt,1,1.0,1 bath,0.0,100.0,3,4.0,4.67,4.33,4.33,4.67,3.67
Lara,100,3.0,Brooklyn,40.66416,-73.98353,Entire home/apt,2,1.0,1 bath,1.0,140.0,12,4.92,5.0,4.83,5.0,4.92,4.92
Ayodele,98,1.0,Brooklyn,40.67104721069336,-73.93333435058594,Private room,2,1.0,1 private bath,1.0,120.0,114,4.82,4.96,4.86,4.92,4.3,4.86
Denae,79,5.0,Brooklyn,40.67096,-73.92696,Entire home/apt,2,1.0,1 bath,0.0,98.0,77,4.62,4.72,4.57,4.89,4.11,4.57
Amal,100,4.0,Manhattan,40.80769,-73.93822,Entire home/apt,4,1.0,1 bath,1.0,175.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Michelle,90,5.0,Manhattan,40.8103,-73.94372,Private room,2,1.0,1 private bath,1.0,99.0,51,4.98,5.0,4.94,4.96,4.82,4.92
Ala,100,1.0,Brooklyn,40.68599,-73.95874,Entire home/apt,2,1.0,1 bath,1.0,115.0,173,4.68,4.88,4.55,4.92,4.69,4.65
Jerry And Susan,69,7.0,Manhattan,40.779522,-73.951111,Entire home/apt,2,1.0,1 bath,0.0,170.0,44,4.6,4.84,4.71,4.98,5.0,4.42
Haydar,100,7.0,Brooklyn,40.65474528915325,-73.95461727869393,Private room,2,1.0,1 bath,1.0,68.0,13,4.69,4.92,4.54,5.0,4.46,4.77
Evelyn,95,4.0,Bronx,40.89757,-73.85753,Private room,2,1.0,1 shared bath,1.0,89.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Leyssa,90,7.0,Bronx,40.84961734269379,-73.88705778126733,Private room,2,1.0,1 shared bath,1.0,62.0,41,4.85,4.91,4.86,4.88,4.7,4.91
Michael,82,1.0,Brooklyn,40.7224,-73.95531,Entire home/apt,2,1.0,1 bath,0.0,190.0,14,5.0,5.0,5.0,5.0,5.0,4.77
The Box House Hotel,99,40.0,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1 bath,1.0,249.0,48,4.81,4.96,4.92,4.94,4.63,4.71
Antonio,100,11.0,Queens,40.75267,-73.93123,Private room,2,1.0,1 shared bath,1.0,85.0,44,4.7,4.7,4.73,4.68,4.8,4.64
Your Best,100,1.0,Brooklyn,40.69718,-73.93068,Entire home/apt,6,1.0,1 bath,3.0,233.0,183,4.77,4.77,4.72,4.93,4.73,4.72
Maggie,100,4.0,Brooklyn,40.67914,-73.99889,Entire home/apt,3,1.0,1 bath,1.0,172.0,15,4.8,4.73,4.8,5.0,5.0,4.73
Malca,100,6.0,Queens,40.71832,-73.81386,Private room,1,1.0,1 shared bath,1.0,59.0,17,4.82,4.76,4.94,4.94,4.71,4.53
Jessica,100,3.0,Brooklyn,40.67973,-73.88205,Private room,1,1.0,1 shared bath,1.0,44.0,5,4.6,4.6,4.2,4.8,4.8,4.6
Warminster Investment,96,1.0,Manhattan,40.79616,-73.93416,Entire home/apt,4,1.0,1 bath,2.0,250.0,65,4.46,4.63,4.45,4.66,4.17,4.37
Magdiel,96,7.0,Brooklyn,40.64378,-73.97631,Private room,2,1.5,1.5 shared baths,1.0,44.0,52,4.92,4.85,4.83,4.85,4.73,4.73
Nissim,32,5.0,Manhattan,40.763750159611085,-73.99508354201909,Entire home/apt,2,1.0,1 bath,1.0,95.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Angela,96,23.0,Queens,40.56748,-73.87111,Private room,2,1.0,1 private bath,0.0,150.0,30,5.0,4.93,4.97,4.97,4.9,4.97
Furnished Quarters,100,1013.0,Manhattan,40.74637,-73.99112,Entire home/apt,3,1.0,1 bath,1.0,323.0,2,4.5,4.5,4.5,5.0,4.5,4.0
Jorge,98,6.0,Brooklyn,40.69411,-73.94215,Private room,2,2.5,2.5 shared baths,5.0,71.0,4,4.5,5.0,4.75,5.0,4.25,4.5
Esplanade 99,54,79.0,Manhattan,40.7964,-73.97,Entire home/apt,2,3.0,3 baths,1.0,48.0,1,5.0,4.0,5.0,5.0,5.0,4.0
Chida,99,11.0,Brooklyn,40.64367,-73.98127,Private room,3,1.0,1 shared bath,1.0,49.0,18,4.11,4.28,3.83,4.33,4.33,4.39
Pearline,81,1.0,Brooklyn,40.6461,-73.89435,Private room,2,1.0,1 private bath,1.0,154.0,39,4.87,4.77,4.82,4.87,4.67,4.77
Dadrine,96,10.0,Brooklyn,40.65672,-73.91738,Private room,1,1.0,1 shared bath,1.0,65.0,8,5.0,5.0,5.0,5.0,5.0,5.0
Eskander,100,10.0,Bronx,40.84695,-73.86464,Entire home/apt,7,1.0,1 bath,3.0,159.0,18,4.44,4.67,4.44,4.67,4.72,4.61
Carlos,80,3.0,Brooklyn,40.68982,-73.9265,Private room,1,1.0,1 shared bath,1.0,50.0,66,4.8,4.85,4.67,4.92,4.59,4.82
Abisoye,100,1.0,Queens,40.59469085606677,-73.77884061907577,Private room,2,1.0,1 private bath,2.0,115.0,3,4.67,5.0,4.67,5.0,5.0,5.0
Jason,68,3.0,Brooklyn,40.65362,-74.00206,Private room,2,1.0,1 shared bath,1.0,59.0,7,5.0,5.0,4.71,4.71,4.86,4.86
Rachel And Bart,100,1.0,Brooklyn,40.725231,-73.952904,Entire home/apt,5,1.0,1 bath,2.0,320.0,74,5.0,4.99,5.0,4.97,4.97,4.86
Ziggy & Rome,92,1.0,Brooklyn,40.69479,-73.90953,Entire home/apt,6,1.0,1 bath,2.0,129.0,136,4.88,4.9,4.91,4.98,4.68,4.79
Diana,77,11.0,Queens,40.76912,-73.91336,Private room,2,1.0,1 shared bath,1.0,104.0,17,4.47,4.65,4.59,4.47,4.71,4.35
John,99,2.0,Manhattan,40.7997631,-73.9696417,Private room,1,1.0,1 shared bath,1.0,160.0,31,5.0,5.0,4.97,4.97,4.97,4.88
Camila,8,1.0,Brooklyn,40.71085,-73.96672,Entire home/apt,2,1.0,1 bath,1.0,180.0,11,4.8,4.91,4.27,4.55,4.91,4.64
Lindsey,40,5.0,Manhattan,40.71948,-73.99031,Entire home/apt,2,1.0,1 bath,1.0,200.0,8,5.0,5.0,5.0,5.0,4.88,4.63
Untitled,100,15.0,Manhattan,40.72239,-73.99361,Entire home/apt,2,1.0,1 bath,1.0,216.0,152,4.88,4.89,4.89,4.91,4.9,4.74
Jon,37,2.0,Staten Island,40.57877,-74.11005,Entire home/apt,2,1.0,1 bath,1.0,160.0,21,4.62,4.52,4.76,4.95,5.0,4.48
MedHousing,99,35.0,Bronx,40.8425,-73.90542,Private room,2,1.0,1 private bath,1.0,65.0,4,4.75,4.5,4.5,4.5,4.5,4.5
Crystal,98,5.0,Brooklyn,40.68355,-73.91944,Entire home/apt,7,2.0,2 baths,3.0,180.0,80,4.55,4.65,4.4,4.75,4.39,4.56
Apollo,26,20.0,Manhattan,40.7185,-73.98597,Private room,1,1.0,1 bath,1.0,127.0,8,5.0,4.88,5.0,5.0,4.88,4.88
Cindy,95,11.0,Queens,40.75083,-73.93842,Shared room,2,1.0,1 shared bath,1.0,100.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Eddie,57,1.0,Brooklyn,40.6748,-73.906,Private room,2,1.0,1 shared bath,1.0,95.0,19,4.47,4.67,4.53,4.84,4.11,4.33
Best Inns USA,71,39.0,Manhattan,40.73239239628847,-73.98706314437572,Entire home/apt,2,1.0,1 bath,0.0,90.0,2,4.5,5.0,4.5,5.0,5.0,4.5
Claudia,100,2.0,Brooklyn,40.66142,-73.95133,Private room,2,1.0,1 private bath,1.0,175.0,271,4.89,4.95,4.79,4.96,4.72,4.82
Noomi,91,38.0,Manhattan,40.76381665835775,-73.99388039182016,Entire home/apt,4,1.0,1 bath,2.0,147.0,3,4.33,4.33,4.0,5.0,4.67,3.67
John,100,1.0,Brooklyn,40.61484,-74.0045,Private room,4,1.0,1 shared bath,2.0,136.0,50,4.94,4.96,4.88,4.96,4.76,4.84
Andres,99,4.0,Queens,40.754,-73.92508,Private room,2,1.0,1 shared bath,1.0,75.0,70,4.79,4.86,4.6,4.93,4.64,4.69
Haffro,73,13.0,Manhattan,40.72331,-73.98431,Private room,1,2.0,2 shared baths,1.0,57.0,97,4.88,4.88,4.87,4.97,4.98,4.82
Benjamin,76,26.0,Brooklyn,40.68826,-73.98558,Entire home/apt,4,1.0,1 bath,0.0,179.0,18,4.61,4.83,4.67,5.0,5.0,4.11
Vladimir,64,7.0,Queens,40.742393596026425,-73.78796788983897,Private room,4,1.0,1 shared bath,1.0,106.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Ted,27,3.0,Manhattan,40.75889,-73.96084,Entire home/apt,2,1.0,1 bath,1.0,275.0,2,4.5,5.0,4.0,4.0,5.0,4.5
Gryphon,100,3.0,Manhattan,40.72439,-73.97665,Entire home/apt,2,1.0,1 bath,0.0,110.0,2,3.0,2.5,2.0,4.5,4.0,3.0
Lisa,100,10.0,Manhattan,40.78456922245553,-73.97362369584852,Entire home/apt,15,2.0,2 baths,2.0,514.0,4,4.0,3.25,4.25,3.5,4.75,3.75
Donovan,100,4.0,Brooklyn,40.6867,-73.95701,Private room,2,1.0,1 shared bath,1.0,65.0,60,4.92,4.7,4.9,4.88,4.83,4.84
Stanley,95,86.0,Manhattan,40.74998,-73.97545,Entire home/apt,1,1.0,1 bath,0.0,100.0,12,4.83,4.75,4.75,4.83,4.83,4.58
Just,0,4.0,Brooklyn,40.71468,-73.96263,Entire home/apt,6,2.0,2 baths,3.0,325.0,3,4.67,5.0,5.0,4.67,5.0,4.67
Kila,100,5.0,Brooklyn,40.68976,-73.93912,Private room,2,1.0,1 private bath,1.0,115.0,70,4.9,4.89,4.7,4.93,4.55,4.87
Martin,80,6.0,Manhattan,40.71468,-73.99097,Entire home/apt,4,1.0,1 bath,3.0,220.0,5,5.0,5.0,4.8,5.0,5.0,4.6
Daniela & James,73,31.0,Brooklyn,40.69825,-73.93867,Private room,1,1.0,1 shared bath,1.0,45.0,2,4.0,4.0,4.5,4.0,4.5,4.0
Rebecca And Tommy,100,1.0,Bronx,40.80810090110498,-73.92107614547417,Private room,2,1.0,1 private bath,1.0,129.0,19,4.95,5.0,4.89,5.0,4.74,4.84
Nathan,43,58.0,Manhattan,40.7606,-73.98883,Entire home/apt,4,1.0,1 bath,0.0,170.0,3,5.0,5.0,5.0,5.0,4.67,5.0
Global Luxury Suites,99,1430.0,Bronx,40.809887,-73.93061,Entire home/apt,2,1.0,1 bath,1.0,159.0,8,3.88,4.0,4.25,3.75,3.75,3.0
Gus,91,3.0,Manhattan,40.853073036747226,-73.93351385834735,Entire home/apt,4,1.0,1 bath,2.0,85.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Ludovica,0,4.0,Brooklyn,40.6996798,-73.9291393,Private room,1,1.0,1 shared bath,1.0,150.0,1,4.0,4.0,5.0,4.0,5.0,4.0
Kristina & Evans,0,48.0,Brooklyn,40.73117,-73.95647,Entire home/apt,6,2.0,2 baths,3.0,180.0,2,5.0,5.0,4.0,5.0,5.0,4.0
Christine,100,2.0,Queens,40.669598,-73.793243,Private room,1,1.0,1 shared bath,1.0,148.0,14,4.43,4.57,4.43,4.57,4.5,4.43
Riki,100,1.0,Manhattan,40.76002474505399,-73.99196615240979,Entire home/apt,4,1.0,1 bath,1.0,179.0,13,4.69,4.85,4.77,4.77,4.85,4.85
Kam,84,5.0,Brooklyn,40.64716271872885,-73.9289447888491,Private room,2,1.0,1 shared bath,1.0,45.0,1,4.0,4.0,5.0,4.0,4.0,3.0
Altaf,100,2.0,Queens,40.70332,-73.90116,Private room,2,1.0,1 private bath,2.0,159.0,46,4.76,4.8,4.72,4.87,4.7,4.76
Hiroki,88,372.0,Queens,40.74278,-73.90357,Private room,1,2.0,2 shared baths,1.0,35.0,13,4.08,4.38,3.77,4.38,4.62,3.92
Rashmika,100,1.0,Manhattan,40.72545,-74.00471,Entire home/apt,3,1.0,1 bath,1.0,250.0,4,5.0,5.0,5.0,5.0,5.0,5.0
Judy,92,5.0,Queens,40.75723,-73.83191,Entire home/apt,2,1.0,1 bath,1.0,65.0,150,4.82,4.91,4.81,4.97,4.71,4.77
James,100,1.0,Brooklyn,40.72811,-73.94769,Private room,2,1.0,1 private bath,1.0,121.0,125,4.93,4.98,4.78,4.98,4.95,4.92
Kaz,78,366.0,Queens,40.75078,-73.87964,Private room,1,1.5,1.5 shared baths,1.0,35.0,6,4.83,5.0,4.83,5.0,5.0,4.83
Corey,100,3.0,Brooklyn,40.69374086903221,-73.9477907374757,Entire home/apt,4,1.5,1.5 baths,2.0,363.0,3,5.0,5.0,5.0,5.0,4.67,4.33
Nizar,100,1.0,Bronx,40.874107710014464,-73.87451059901522,Private room,2,1.0,1 shared bath,1.0,70.0,13,4.38,4.46,4.31,4.54,4.69,4.54
Miloš,100,1.0,Manhattan,40.82256,-73.94024,Private room,2,1.0,1 shared bath,1.0,124.0,25,5.0,5.0,4.88,5.0,4.8,4.96
Joann,96,9.0,Brooklyn,40.61822,-74.00802,Entire home/apt,2,1.0,1 bath,1.0,150.0,8,5.0,5.0,4.75,5.0,4.63,4.75
Matt,100,1.0,Manhattan,40.74397,-73.98421,Entire home/apt,9,2.0,2 baths,3.0,642.0,7,4.86,4.86,4.86,5.0,5.0,4.57
Address In NYC,100,38.0,Manhattan,40.79907,-73.96123,Private room,1,2.0,2 shared baths,4.0,130.0,7,4.29,4.71,4.43,4.71,4.57,4.14
Lord Daniel,98,11.0,Brooklyn,40.68582,-73.95151,Private room,1,1.0,1 shared bath,1.0,40.0,84,4.79,4.85,4.49,4.95,4.81,4.75
Raisa,94,3.0,Manhattan,40.74385,-73.99233,Entire home/apt,2,1.0,1 bath,1.0,349.0,7,4.71,4.86,4.57,5.0,5.0,4.71
Carrie,0,5.0,Brooklyn,40.70163,-73.92547,Entire home/apt,3,1.0,1 bath,1.0,160.0,1,4.0,5.0,5.0,5.0,5.0,4.0
Bing,100,19.0,Queens,40.75436,-73.81542,Private room,1,2.0,2 shared baths,1.0,60.0,31,4.42,4.35,3.97,4.81,4.35,4.52
Muhammed,100,6.0,Queens,40.72399,-73.8496,Private room,1,1.0,1 shared bath,1.0,49.0,34,4.76,4.79,4.94,4.74,4.85,4.82
Jeff,100,2.0,Manhattan,40.75735,-73.99343,Entire home/apt,2,1.0,1 bath,1.0,299.0,60,4.93,4.93,4.85,4.98,4.89,4.8
Lena,83,5.0,Brooklyn,40.68717,-73.92016,Private room,1,3.5,3.5 baths,4.0,150.0,4,4.75,4.75,4.75,5.0,4.75,4.75
Yolanda,100,2.0,Brooklyn,40.69070783376869,-73.93676318434919,Private room,1,1.0,1 shared bath,1.0,50.0,50,4.88,4.96,4.94,4.92,4.62,4.78
Rallie,90,2.0,Manhattan,40.7984413,-73.9385309,Private room,2,1.0,1 shared bath,1.0,85.0,56,4.7,4.75,4.63,4.77,4.52,4.66
Aminul,96,9.0,Brooklyn,40.66975,-73.89516,Private room,2,2.0,2 shared baths,1.0,38.0,28,4.75,4.64,4.57,4.89,4.71,4.68
Vanessa,0,2.0,Queens,40.70615,-73.83281,Entire home/apt,6,1.0,1 bath,2.0,175.0,1,3.0,3.0,2.0,2.0,4.0,3.0
Aeysha B And Blas-Off,98,11.0,Brooklyn,40.68724,-73.92087,Private room,3,1.0,1 bath,1.0,58.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Hiroki,88,372.0,Queens,40.75302,-73.87829,Private room,1,1.0,1 shared bath,1.0,30.0,1,5.0,5.0,5.0,5.0,5.0,5.0
HostessWthemostest,100,3.0,Manhattan,40.71746,-73.9834,Entire home/apt,4,1.0,1 bath,2.0,228.0,24,4.75,4.83,4.75,4.63,4.83,4.79
Jon,0,1.0,Manhattan,40.76731,-73.98437,Entire home/apt,2,1.0,1 bath,1.0,180.0,127,4.97,4.99,5.0,5.0,4.97,4.9
Hiroki,88,372.0,Queens,40.73647611005948,-73.8804254450862,Private room,2,1.0,1 shared bath,1.0,34.0,2,4.5,4.0,4.0,4.0,4.0,4.0
Eskander,100,10.0,Queens,40.73689362830624,-73.90229807565167,Private room,2,1.5,1.5 baths,1.0,299.0,27,4.52,4.63,4.56,4.74,4.7,4.48
Juan,87,11.0,Manhattan,40.79181,-73.96755,Entire home/apt,4,1.0,1 bath,1.0,175.0,4,4.25,4.25,4.0,3.75,5.0,3.75
Charlayne,0,1.0,Brooklyn,40.61942,-73.92315,Entire home/apt,5,1.0,1 bath,2.0,125.0,12,4.42,4.42,4.0,4.58,4.0,4.42
Tyler,100,50.0,Manhattan,40.74782,-73.99051,Private room,4,1.0,1 private bath,0.0,999.0,28,4.71,4.79,4.39,4.93,4.93,4.79
Eugenia,91,5.0,Brooklyn,40.67059,-73.92287,Private room,1,3.0,3 shared baths,1.0,56.0,23,4.96,5.0,4.91,5.0,4.57,4.96
Aldee,77,7.0,Manhattan,40.77095,-73.95713,Entire home/apt,3,1.0,1 bath,1.0,299.0,4,5.0,4.5,5.0,5.0,4.75,5.0
Robert,77,2.0,Brooklyn,40.67692,-73.9546,Entire home/apt,4,1.0,1 bath,1.0,180.0,128,4.91,4.95,4.96,4.97,4.82,4.82
Chiron,100,2.0,Brooklyn,40.6341,-73.92686,Entire home/apt,2,1.0,1 bath,1.0,65.0,62,4.76,4.85,4.9,4.92,4.66,4.73
The Manhattan Club,99,11.0,Manhattan,40.76611094466363,-73.98169232445859,Private room,4,1.0,1 bath,1.0,388.0,3,5.0,5.0,5.0,5.0,4.67,5.0
Sonia,100,2.0,Queens,40.76094,-73.87846,Private room,2,1.0,1 private bath,1.0,72.0,664,4.75,4.8,4.81,4.85,4.77,4.74
Hiroki,88,372.0,Queens,40.74862737118549,-73.8949799018096,Private room,1,1.0,1 shared bath,1.0,35.0,1,1.0,1.0,1.0,3.0,1.0,1.0
Jenny,100,3.0,Brooklyn,40.67482,-73.92717,Private room,2,1.0,1 private bath,1.0,180.0,123,4.95,4.93,4.89,4.97,4.48,4.84
Avi,86,148.0,Manhattan,40.76978,-73.95449,Entire home/apt,2,1.0,1 bath,0.0,105.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Suzy,63,2.0,Queens,40.69962,-73.90545,Entire home/apt,2,1.0,1 bath,1.0,95.0,21,4.86,4.86,4.76,5.0,4.76,4.81
The Williamsburg Apartment,100,7.0,Brooklyn,40.71591,-73.95668,Private room,1,1.0,1 shared bath,1.0,150.0,14,4.79,4.79,4.79,5.0,5.0,4.79
Yemi,100,4.0,Brooklyn,40.665,-73.9186,Private room,4,1.0,1 private bath,1.0,79.0,162,4.81,4.92,4.84,4.94,4.44,4.77
Mauricio Mateo,61,21.0,Queens,40.74699633193131,-73.94729062661919,Entire home/apt,6,1.0,1 bath,2.0,180.0,15,4.47,4.47,4.4,4.47,4.87,4.33
Urban Furnished,69,357.0,Manhattan,40.7193634,-73.985112,Entire home/apt,3,1.0,1 bath,1.0,118.0,1,4.0,5.0,3.0,5.0,3.0,3.0
Sebastian,25,1.0,Queens,40.76735995236335,-73.87802145613414,Private room,4,1.0,1 private bath,1.0,120.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Milton,100,17.0,Manhattan,40.8077357445906,-73.94513204043824,Entire home/apt,4,1.0,1 bath,1.0,190.0,32,4.84,4.94,4.9,4.97,4.65,4.77
Zamena,100,2.0,Queens,40.76381,-73.88527,Entire home/apt,6,1.0,1 bath,2.0,179.0,127,4.77,4.77,4.72,4.76,4.74,4.7
Arty,56,3.0,Brooklyn,40.71755,-73.96409,Private room,2,1.0,1 shared bath,1.0,163.0,24,4.4,4.36,4.36,4.6,4.92,4.24
Blueground,97,5313.0,Manhattan,40.7056,-74.00878,Entire home/apt,2,1.0,1 bath,1.0,239.0,1,1.0,5.0,5.0,1.0,5.0,3.0
Diavanna,22,2.0,Brooklyn,40.68904,-73.94377,Entire home/apt,6,2.5,2.5 baths,3.0,260.0,2,5.0,5.0,5.0,5.0,4.5,5.0
Shahid,97,1.0,Queens,40.7598,-73.93228,Private room,2,1.0,1 private bath,1.0,79.0,41,4.27,4.51,3.95,4.61,4.66,4.32
