host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,max_capacity,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
AFI Apartments,81,31.0,Upper East Side,Manhattan,40.77096,-73.95539,Entire home/apt,2,1.0,1 bath,1.0,90.0,12,4.67,4.58,4.92,4.92,4.67,4.33
Philip,100,6.0,Crown Heights,Brooklyn,40.66485,-73.93022,Entire home/apt,16,4.0,4 baths,9.0,754.0,31,4.87,4.9,4.87,4.84,4.68,4.71
Patricia,0,1.0,Queens Village,Queens,40.71869,-73.75395,Entire home/apt,3,1.0,1 bath,1.0,101.0,85,4.71,4.64,4.67,4.88,4.63,4.66
Georgia,35,7.0,Morningside Heights,Manhattan,40.80365,-73.95949,Entire home/apt,2,1.0,1 bath,0.0,120.0,6,4.83,4.83,4.83,5.0,5.0,4.83
Amalia Alejandra,100,4.0,Cypress Hills,Brooklyn,40.68585,-73.8725,Private room,2,1.0,1 private bath,1.0,163.0,14,4.79,5.0,4.71,4.79,4.21,4.57
Yvonne,100,1.0,Harlem,Manhattan,40.80562317909974,-73.9481598438038,Private room,2,1.0,1 private bath,1.0,109.0,171,4.91,4.91,4.92,4.95,4.68,4.89
Nichole,100,1.0,Harlem,Manhattan,40.82772,-73.94017,Entire home/apt,2,1.0,1 bath,1.0,74.0,31,4.52,4.71,4.74,4.94,4.77,4.58
Sun,98,1.0,Greenpoint,Brooklyn,40.72753143310547,-73.95272827148438,Private room,1,1.0,1 shared bath,1.0,179.0,183,4.98,4.99,4.94,4.99,4.98,4.89
Carla,80,8.0,Washington Heights,Manhattan,40.84895,-73.93411,Private room,2,1.5,1.5 shared baths,1.0,55.0,7,5.0,5.0,4.86,5.0,4.57,4.86
Alba,94,4.0,Sunnyside,Queens,40.7359,-73.91796,Private room,2,1.0,1 private bath,1.0,600.0,92,4.64,4.76,4.73,4.85,4.63,4.66
Pao,57,1.0,Throgs Neck,Bronx,40.8209875,-73.82230919999999,Private room,1,1.0,1 shared bath,1.0,73.0,3,5.0,5.0,5.0,5.0,4.67,5.0
Jingyi,99,5.0,Tompkinsville,Staten Island,40.62837,-74.08608,Private room,2,1.0,1 private bath,1.0,102.0,111,4.83,4.91,4.94,4.92,4.88,4.82
Yves,83,1.0,Park Slope,Brooklyn,40.68169,-73.9769,Entire home/apt,14,3.5,3.5 baths,5.0,375.0,280,4.92,4.89,4.84,4.97,4.93,4.78
Karen,91,1.0,Upper West Side,Manhattan,40.78637,-73.97968,Private room,1,1.0,1 shared bath,1.0,271.0,23,4.87,4.87,4.57,5.0,5.0,4.78
Kenna,60,6.0,Bedford-Stuyvesant,Brooklyn,40.68566,-73.93335,Entire home/apt,4,1.0,1 bath,1.0,140.0,128,4.7,4.8,4.63,4.84,4.56,4.66
Outpost Club,46,32.0,Williamsburg,Brooklyn,40.71572,-73.95804,Private room,1,2.0,2 shared baths,1.0,71.0,3,3.67,3.33,3.33,4.0,5.0,3.33
Santina,36,5.0,Upper East Side,Manhattan,40.77021,-73.95386,Entire home/apt,2,1.0,1 bath,1.0,95.0,2,4.0,4.5,4.5,5.0,4.5,4.0
Shuly,96,8.0,Ditmars Steinway,Queens,40.77253,-73.90472,Private room,2,2.0,2 shared baths,1.0,60.0,145,4.79,4.88,4.89,4.83,4.72,4.82
Larry,99,3.0,East New York,Brooklyn,40.66372580133574,-73.87891045469452,Private room,2,1.0,1 private bath,2.0,252.0,11,5.0,5.0,4.91,5.0,4.27,4.91
Gus,99,12.0,Bedford-Stuyvesant,Brooklyn,40.69746,-73.94329,Private room,2,1.5,1.5 baths,1.0,150.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Anna,90,9.0,College Point,Queens,40.77530228446012,-73.84297352039138,Private room,1,1.0,1 shared bath,1.0,57.0,12,4.83,4.92,4.5,4.92,5.0,4.83
Victoria,83,1.0,Clinton Hill,Brooklyn,40.68706,-73.96501,Entire home/apt,6,3.0,3 baths,3.0,760.0,12,5.0,5.0,5.0,5.0,4.92,5.0
Paolo,84,1.0,Bedford-Stuyvesant,Brooklyn,40.69461,-73.94762,Private room,2,1.0,1 private bath,1.0,495.0,61,4.92,4.92,4.85,4.98,4.75,4.8
Daisy,92,6.0,Greenwich Village,Manhattan,40.73377,-73.99252,Private room,1,1.0,1 shared bath,1.0,110.0,182,4.95,4.89,4.86,4.96,4.96,4.88
Jeniffer,38,161.0,Hell's Kitchen,Manhattan,40.76411,-73.99371,Entire home/apt,3,1.0,1 bath,0.0,90.0,8,4.88,5.0,4.88,4.88,4.25,4.63
Patrick,100,2.0,Bushwick,Brooklyn,40.7023,-73.92474,Private room,2,1.0,1 shared bath,2.0,99.0,18,4.94,4.94,4.67,4.94,4.94,4.83
Glicerda,74,9.0,Morris Park,Bronx,40.85025,-73.86273,Private room,1,1.5,1.5 shared baths,1.0,31.0,21,5.0,4.95,4.95,5.0,4.86,4.95
MyNyHousing,84,115.0,Chelsea,Manhattan,40.740551,-73.998917,Entire home/apt,2,1.0,1 bath,0.0,110.0,5,4.2,4.4,4.2,4.6,4.8,3.6
Judy,100,3.0,Midwood,Brooklyn,40.62308,-73.96258,Entire home/apt,2,1.0,1 bath,0.0,68.0,136,4.64,4.79,4.62,4.77,4.66,4.63
Timothy,98,5.0,St. George,Staten Island,40.6425504,-74.08374429999999,Entire home/apt,4,1.0,1 bath,2.0,95.0,6,4.33,4.17,4.17,4.33,4.67,5.0
Tony,30,37.0,Nolita,Manhattan,40.72036,-73.99435,Entire home/apt,7,1.0,1 bath,2.0,199.0,211,4.86,4.92,4.76,4.95,4.9,4.7
Noomi,91,38.0,Chelsea,Manhattan,40.7451757,-73.99290599999999,Entire home/apt,4,1.5,1.5 baths,2.0,341.0,5,4.6,4.8,4.6,4.6,4.6,4.4
Urban Furnished,49,77.0,Hell's Kitchen,Manhattan,40.76656,-73.98706,Entire home/apt,4,1.0,1 bath,0.0,180.0,10,4.0,4.5,4.2,4.3,4.4,4.2
Piero,94,11.0,Ridgewood,Queens,40.70154,-73.89604,Private room,2,1.0,1 shared bath,1.0,50.0,50,4.88,4.88,4.8,4.86,4.76,4.76
Kofi,14,4.0,Crown Heights,Brooklyn,40.66804,-73.92626,Entire home/apt,4,1.0,1 bath,1.0,77.0,8,5.0,5.0,4.75,5.0,4.88,5.0
Christopher,97,1.0,Bedford-Stuyvesant,Brooklyn,40.68772,-73.95904,Entire home/apt,2,1.0,1 bath,1.0,150.0,188,4.89,4.93,4.89,4.93,4.86,4.86
Mitchell,73,1.0,Flatbush,Brooklyn,40.6516752814092,-73.95585171595262,Entire home/apt,2,1.0,1 bath,1.0,125.0,6,4.83,5.0,4.83,5.0,4.5,4.67
Jeff,94,20.0,Jamaica,Queens,40.70913,-73.78349,Entire home/apt,15,2.0,2 baths,4.0,167.0,50,4.74,4.72,4.5,4.88,4.64,4.7
Avi,100,3.0,Bedford-Stuyvesant,Brooklyn,40.6777189,-73.92819329999999,Private room,1,1.0,1 shared bath,1.0,69.0,3,5.0,5.0,4.67,5.0,5.0,5.0
Fernando Alberto,98,6.0,Midtown,Manhattan,40.74641,-73.98842,Entire home/apt,6,1.0,1 bath,0.0,164.0,43,4.51,4.67,4.47,4.81,4.84,4.63
Alan,95,27.0,Flushing,Queens,40.76063,-73.82298,Entire home/apt,2,1.0,1 bath,1.0,125.0,7,5.0,4.86,4.86,5.0,5.0,4.57
Daniel,80,8.0,Greenpoint,Brooklyn,40.73161,-73.95412,Private room,2,1.0,1 shared bath,1.0,127.0,8,5.0,5.0,4.75,5.0,4.88,4.5
Tom,75,2.0,Gramercy,Manhattan,40.73665,-73.98062,Private room,1,1.0,1 shared bath,1.0,145.0,2,5.0,5.0,5.0,5.0,5.0,4.5
Ekta,97,4.0,Bushwick,Brooklyn,40.68755616298789,-73.91250859897187,Private room,2,1.0,1 shared bath,1.0,50.0,9,5.0,5.0,5.0,5.0,4.67,4.56
Germa,100,3.0,Laurelton,Queens,40.68169,-73.7345,Private room,1,1.0,1 private bath,1.0,150.0,75,4.91,4.93,4.85,4.91,4.8,4.85
Florrie,96,1.0,Downtown Brooklyn,Brooklyn,40.69670128361811,-73.9822190028007,Entire home/apt,2,1.0,1 bath,1.0,171.0,163,4.97,4.94,4.99,4.98,4.85,4.94
Mar,97,3.0,Bushwick,Brooklyn,40.68549,-73.9101,Private room,2,1.0,1 shared bath,1.0,131.0,70,4.5,4.69,4.39,4.74,4.56,4.56
Eva,100,3.0,Harlem,Manhattan,40.82056830716915,-73.94699088746202,Entire home/apt,6,1.0,1 bath,2.0,70.0,60,4.77,4.73,4.78,4.95,4.33,4.67
Luis,100,2.0,Richmond Hill,Queens,40.69476338074793,-73.84309058621007,Private room,2,1.0,1 bath,1.0,128.0,4,4.5,4.75,5.0,5.0,4.75,4.75
Luis,84,3.0,Bushwick,Brooklyn,40.70412,-73.92531,Private room,2,1.0,1 private bath,1.0,53.0,36,4.72,4.64,4.78,4.94,4.83,4.69
Sean,94,4.0,Chelsea,Manhattan,40.74962,-74.00198,Entire home/apt,2,1.0,1 bath,1.0,110.0,19,4.89,4.95,4.53,4.84,4.95,4.74
Dmytro,71,2.0,Hell's Kitchen,Manhattan,40.76009,-73.99074,Entire home/apt,2,1.0,1 bath,1.0,444.0,29,4.97,4.97,4.9,4.97,4.86,4.76
Raanan,40,8.0,East Village,Manhattan,40.73036,-73.98127,Entire home/apt,2,1.0,1 bath,0.0,105.0,1,2.0,2.0,1.0,5.0,3.0,2.0
Fabiola,100,2.0,South Ozone Park,Queens,40.66988,-73.80979,Entire home/apt,2,1.0,1 bath,1.0,140.0,8,5.0,5.0,4.88,5.0,4.5,4.88
Rebecca,71,2.0,Crown Heights,Brooklyn,40.67127,-73.94652,Entire home/apt,3,1.0,1 bath,2.0,125.0,81,4.9,4.91,4.69,4.98,4.84,4.9
Piedad Esthela,100,3.0,Long Island City,Queens,40.763919397469486,-73.94179143360262,Private room,2,1.0,1 private bath,1.0,110.0,42,5.0,5.0,5.0,4.98,4.74,5.0
Samir,100,2.0,Tribeca,Manhattan,40.71538,-74.00599,Entire home/apt,4,2.0,2 baths,2.0,700.0,9,5.0,4.89,4.67,5.0,4.89,4.89
Dr.Julien,52,91.0,Bushwick,Brooklyn,40.70412,-73.91475,Private room,2,2.0,2 shared baths,1.0,65.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Lolita,89,11.0,Astoria,Queens,40.76808,-73.9246,Private room,1,1.0,1 shared bath,1.0,46.0,138,4.62,4.74,4.75,4.72,4.77,4.71
Viki,98,2.0,Cobble Hill,Brooklyn,40.68455,-73.99739,Entire home/apt,4,1.0,1 bath,2.0,138.0,342,4.96,4.98,4.95,4.97,4.98,4.91
Isainer,100,2.0,Mount Hope,Bronx,40.846555389129335,-73.91098111867905,Entire home/apt,4,1.0,1 bath,2.0,177.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Vida,95,52.0,Greenpoint,Brooklyn,40.7254,-73.94067,Entire home/apt,4,1.0,1 bath,1.0,159.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Nathan,43,58.0,SoHo,Manhattan,40.72705,-74.00373,Entire home/apt,4,1.0,1 bath,0.0,119.0,7,5.0,5.0,5.0,5.0,5.0,4.86
Bayan,99,1.0,Edenwald,Bronx,40.89036593110993,-73.83946177691732,Entire home/apt,2,1.0,1 bath,1.0,175.0,68,4.74,4.76,4.71,4.93,4.72,4.68
Nana,99,8.0,East Harlem,Manhattan,40.80815443661565,-73.93733882361224,Entire home/apt,6,1.0,1 bath,3.0,361.0,11,4.45,4.64,4.91,4.55,4.36,4.73
Danny,47,1.0,Clinton Hill,Brooklyn,40.68102,-73.96397,Entire home/apt,4,1.5,1.5 baths,1.0,260.0,6,5.0,5.0,5.0,4.83,4.83,4.67
Dina,24,1.0,Theater District,Manhattan,40.7615,-73.98636,Entire home/apt,3,1.0,1 bath,1.0,299.0,39,4.67,4.56,4.72,4.69,4.87,4.49
Mauricio Mateo,61,21.0,Long Island City,Queens,40.74699633193131,-73.94729062661919,Entire home/apt,6,1.0,1 bath,2.0,180.0,15,4.47,4.47,4.4,4.47,4.87,4.33
Floyd,97,4.0,Jamaica,Queens,40.66995,-73.76661,Entire home/apt,2,1.0,1 bath,1.0,121.0,40,4.95,5.0,4.98,4.98,4.85,4.85
Daniel,100,8.0,Bushwick,Brooklyn,40.68831,-73.91589,Entire home/apt,8,1.0,1 bath,3.0,175.0,143,4.86,4.94,4.94,4.97,4.62,4.81
John,100,1.0,Bensonhurst,Brooklyn,40.61484,-74.0045,Private room,4,1.0,1 shared bath,2.0,136.0,50,4.94,4.96,4.88,4.96,4.76,4.84
Fernando,100,15.0,Midtown,Manhattan,40.74602629045031,-73.98889385142265,Entire home/apt,6,1.0,1 bath,8.0,272.0,6,5.0,5.0,4.67,4.5,4.83,5.0
The Manhattan Club,99,11.0,Midtown,Manhattan,40.76611094466363,-73.98169232445859,Private room,4,1.0,1 bath,1.0,388.0,3,5.0,5.0,5.0,5.0,4.67,5.0
Pepi,33,1.0,Lower East Side,Manhattan,40.72022,-73.98708,Entire home/apt,2,1.0,1 bath,1.0,275.0,2,5.0,5.0,5.0,5.0,4.5,4.0
Philip,100,7.0,Upper West Side,Manhattan,40.77853880832481,-73.97491827607155,Entire home/apt,4,1.5,1.5 baths,0.0,200.0,2,5.0,4.5,5.0,4.5,5.0,5.0
Michael,100,4.0,Upper East Side,Manhattan,40.7739,-73.95614,Entire home/apt,2,1.0,1 bath,1.0,223.0,51,4.75,4.69,4.76,4.98,4.94,4.71
Roberto,86,3.0,Red Hook,Brooklyn,40.67617,-74.01191,Private room,2,1.0,1 private bath,1.0,150.0,88,4.81,4.93,4.85,4.99,4.59,4.76
MedHousing,99,35.0,Claremont Village,Bronx,40.84356,-73.90556,Private room,2,1.0,1 shared bath,1.0,55.0,5,4.8,5.0,4.6,4.4,4.4,4.8
Jonathan,0,1.0,Williamsburg,Brooklyn,40.71917,-73.94387,Entire home/apt,4,2.5,2.5 baths,2.0,350.0,6,5.0,5.0,5.0,5.0,5.0,5.0
Jenelle,100,1.0,East New York,Brooklyn,40.66992610395703,-73.89078091018602,Private room,2,1.0,1 private bath,1.0,150.0,21,5.0,4.95,4.9,5.0,4.57,4.9
Adrian,89,5.0,East New York,Brooklyn,40.65613,-73.87682,Private room,1,1.0,1 shared bath,1.0,85.0,3,3.67,3.67,3.33,3.67,3.33,3.67
Brandon,100,2.0,Bedford-Stuyvesant,Brooklyn,40.68738,-73.95282,Entire home/apt,2,1.0,1 bath,1.0,69.0,54,4.69,4.83,4.54,4.83,4.7,4.57
Hannah,0,1.0,Greenpoint,Brooklyn,40.72078,-73.94266,Entire home/apt,2,1.0,1 bath,1.0,250.0,1,5.0,5.0,4.0,5.0,4.0,4.0
Maureen,100,1.0,East Flatbush,Brooklyn,40.65272,-73.94348,Entire home/apt,2,1.0,1 bath,1.0,110.0,12,5.0,4.92,5.0,5.0,4.75,5.0
Jamila,83,3.0,Prospect-Lefferts Gardens,Brooklyn,40.65902858151484,-73.94391696330933,Entire home/apt,2,1.0,1 bath,1.0,140.0,8,4.88,4.88,5.0,5.0,5.0,4.63
Roberto Carlos,100,4.0,Washington Heights,Manhattan,40.83974,-73.93745,Private room,2,1.0,1 bath,1.0,75.0,3,3.0,3.33,2.67,3.67,4.0,2.67
The Box House Hotel,99,40.0,Greenpoint,Brooklyn,40.73756,-73.9535,Entire home/apt,4,1.0,1 bath,1.0,249.0,35,4.74,4.74,4.85,4.71,4.35,4.44
Patrick & Emily,100,5.0,Williamsburg,Brooklyn,40.71634,-73.95863,Entire home/apt,2,1.0,1 bath,1.0,177.0,66,4.52,4.62,4.52,4.67,4.97,4.42
Karlene,80,1.0,Prospect-Lefferts Gardens,Brooklyn,40.663284,-73.94297,Entire home/apt,2,1.0,1 bath,1.0,125.0,20,4.95,5.0,4.9,5.0,4.5,4.85
Patrick,100,8.0,Wakefield,Bronx,40.896,-73.84153,Private room,1,1.0,1 shared bath,1.0,45.0,14,5.0,5.0,4.93,5.0,4.79,4.93
Westgate New York Grand Central,100,9.0,Murray Hill,Manhattan,40.74952,-73.97314,Entire home/apt,4,1.0,1 bath,1.0,520.0,2,3.5,3.0,5.0,4.0,4.5,2.5
Jacqueline,100,7.0,Bushwick,Brooklyn,40.70587,-73.91602,Entire home/apt,6,1.0,1 bath,2.0,284.0,4,5.0,4.75,5.0,5.0,4.75,4.25
Sunny,94,12.0,Washington Heights,Manhattan,40.83565,-73.94352,Entire home/apt,6,2.0,2 baths,3.0,295.0,147,4.56,4.65,4.65,4.84,4.43,4.59
Angela,100,3.0,Harlem,Manhattan,40.80847,-73.94726,Entire home/apt,3,1.0,1 bath,0.0,135.0,80,4.6,4.73,4.58,4.85,4.54,4.59
Ben,100,10.0,East Flatbush,Brooklyn,40.66121,-73.93707,Entire home/apt,6,2.0,2 baths,5.0,170.0,1,3.0,3.0,4.0,3.0,4.0,3.0
René,100,5.0,Harlem,Manhattan,40.80888,-73.94987,Private room,2,2.0,2 baths,1.0,153.0,89,4.79,4.92,4.85,4.93,4.84,4.86
CRNY Monthly Rentals,39,45.0,Midtown,Manhattan,40.75105,-73.98256,Entire home/apt,3,1.0,1 bath,1.0,139.0,3,4.33,4.33,3.67,4.67,5.0,4.0
Esplanade 99,54,79.0,Upper West Side,Manhattan,40.79571,-73.97163,Private room,2,1.0,1 private bath,0.0,75.0,4,3.5,3.5,4.25,3.75,5.0,3.0
Aracelis,94,11.0,Williamsburg,Brooklyn,40.71336,-73.93787,Private room,1,1.0,1 shared bath,1.0,75.0,48,4.94,4.94,4.83,4.96,4.88,4.9
Jane,82,4.0,East Village,Manhattan,40.73362,-73.98831,Private room,2,1.0,1 shared bath,1.0,114.0,21,4.57,4.62,3.95,4.86,4.95,4.43
Urban Furnished,69,357.0,Upper East Side,Manhattan,40.77077102661133,-73.95748138427734,Entire home/apt,3,1.0,1 bath,1.0,191.0,11,4.55,4.55,4.64,4.55,4.91,4.18
Veronica,100,2.0,Astoria,Queens,40.764005716085066,-73.92804103043146,Private room,1,1.0,1 shared bath,1.0,62.0,9,4.67,4.78,4.78,5.0,5.0,4.89
David,99,4.0,Brownsville,Brooklyn,40.67209,-73.90867,Entire home/apt,10,2.0,2 baths,6.0,349.0,29,4.86,4.82,4.79,4.93,4.43,4.71
Sandy,96,3.0,Inwood,Manhattan,40.86762272667983,-73.92446902478267,Private room,1,1.0,1 shared bath,1.0,46.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Stanley,95,86.0,Murray Hill,Manhattan,40.74811,-73.97694,Entire home/apt,3,1.0,1 bath,1.0,160.0,1,2.0,1.0,1.0,4.0,5.0,2.0
Judy,98,2.0,Stapleton,Staten Island,40.6261876,-74.08396809999999,Entire home/apt,5,1.0,1 bath,2.0,140.0,29,4.97,4.93,4.77,5.0,4.73,4.97
Amir,44,2.0,East Harlem,Manhattan,40.80501,-73.93948,Entire home/apt,4,1.0,1 bath,1.0,80.0,11,4.64,4.73,4.45,4.45,4.18,4.55
MyNyHousing,84,115.0,Chelsea,Manhattan,40.73973,-73.9995,Entire home/apt,2,1.0,1 bath,0.0,110.0,2,4.5,4.5,4.5,5.0,5.0,4.0
Laila,69,5.0,Upper East Side,Manhattan,40.77173,-73.95648,Private room,1,1.0,1 shared bath,1.0,100.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Suliman,95,2.0,Brighton Beach,Brooklyn,40.58252,-73.95973,Private room,1,2.0,2 shared baths,4.0,79.0,43,4.86,4.88,4.67,4.95,4.81,4.91
Mariame,100,3.0,Longwood,Bronx,40.82018,-73.90302,Private room,2,1.5,1.5 shared baths,1.0,86.0,5,4.4,4.2,4.4,4.8,4.8,4.6
Annie And Victor,100,1.0,Bedford-Stuyvesant,Brooklyn,40.67976,-73.90898,Entire home/apt,6,2.0,2 baths,2.0,185.0,35,4.94,4.97,4.91,4.97,4.46,4.94
Paul,100,3.0,Woodside,Queens,40.7484,-73.89892,Entire home/apt,6,1.0,1 bath,1.0,95.0,75,4.8,4.87,4.73,4.85,4.73,4.69
Ampere,100,8.0,Ridgewood,Queens,40.70535,-73.90261,Private room,1,1.0,1 shared bath,1.0,70.0,32,5.0,5.0,5.0,4.97,4.84,4.88
Jacob,100,1.0,Williamsburg,Brooklyn,40.7179512,-73.9436317,Entire home/apt,2,1.0,1 bath,1.0,149.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Mordeana,100,1.0,Bellerose,Queens,40.73315,-73.71365,Private room,2,1.0,1 private bath,1.0,90.0,94,4.78,4.78,4.84,4.84,4.86,4.71
Daniela & James,73,31.0,Bushwick,Brooklyn,40.69975786992391,-73.93875172999415,Private room,1,1.0,1 shared bath,1.0,59.0,1,5.0,4.0,3.0,4.0,4.0,3.0
Avi,100,7.0,Bath Beach,Brooklyn,40.60798,-74.00808,Entire home/apt,4,1.0,1 bath,2.0,240.0,169,4.92,4.94,4.92,4.96,4.83,4.82
Gabriel,100,19.0,Cypress Hills,Brooklyn,40.678382,-73.893888,Entire home/apt,8,1.0,1 bath,3.0,261.0,30,4.83,4.73,4.9,4.9,4.63,4.7
Chuck,88,2.0,Harlem,Manhattan,40.80284,-73.94986,Private room,1,1.0,1 shared bath,1.0,60.0,3,4.67,4.67,3.67,4.67,5.0,4.67
Joni,80,2.0,Bedford-Stuyvesant,Brooklyn,40.68854,-73.94664,Entire home/apt,2,1.0,1 bath,1.0,82.0,331,4.84,4.86,4.88,4.95,4.51,4.75
Manuel,72,1.0,West Village,Manhattan,40.73676274511384,-73.99907620526677,Entire home/apt,8,2.0,2 baths,3.0,636.0,8,5.0,5.0,4.88,5.0,5.0,5.0
Jimmy,100,1.0,Springfield Gardens,Queens,40.66916,-73.76457,Entire home/apt,4,1.0,1 bath,1.0,97.0,59,4.42,4.59,4.15,4.76,4.59,4.44
Alonzo,86,3.0,North Riverdale,Bronx,40.90884,-73.9013,Entire home/apt,5,1.0,1 bath,1.0,100.0,66,4.5,4.64,4.62,4.71,4.74,4.41
Cindy,99,15.0,Flushing,Queens,40.74585,-73.83273,Private room,2,1.0,1 private bath,1.0,79.0,62,4.61,4.68,4.44,4.81,4.52,4.52
Stanley,95,86.0,Murray Hill,Manhattan,40.74951,-73.97542,Entire home/apt,3,1.0,1 bath,1.0,160.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Julia,100,2.0,Bull's Head,Staten Island,40.61533,-74.16451,Private room,4,1.0,1 private bath,1.0,99.0,11,5.0,4.91,5.0,5.0,4.73,4.82
Kyle,47,7.0,Allerton,Bronx,40.86477,-73.86185,Private room,1,1.0,1 private bath,1.0,93.0,11,4.91,4.91,5.0,5.0,4.91,4.91
Astrid,75,4.0,Longwood,Bronx,40.82043,-73.90632,Private room,1,1.0,1 shared bath,1.0,77.0,4,5.0,5.0,5.0,5.0,5.0,5.0
Natalie,99,19.0,Concourse Village,Bronx,40.82731864648665,-73.91947314079859,Entire home/apt,4,2.0,2 baths,3.0,120.0,30,4.7,4.87,4.97,4.67,4.3,4.8
Adam,75,1.0,Harlem,Manhattan,40.8320881,-73.9490472,Entire home/apt,2,1.0,1 bath,1.0,119.0,3,5.0,4.67,5.0,5.0,4.67,4.67
Marjorie,99,1.0,Red Hook,Brooklyn,40.67695402753895,-74.01460717300326,Private room,1,1.0,1 private bath,1.0,65.0,425,4.88,4.94,4.88,4.96,4.72,4.9
Shogo,89,324.0,Sunnyside,Queens,40.73701,-73.92565,Private room,2,1.0,1 shared bath,1.0,39.0,2,4.5,4.5,3.5,5.0,5.0,2.5
Sunny,96,1.0,Bedford-Stuyvesant,Brooklyn,40.68419,-73.93065,Entire home/apt,3,1.0,1 bath,1.0,145.0,150,4.93,4.97,4.95,4.99,4.77,4.85
Kieran,100,3.0,Hell's Kitchen,Manhattan,40.76498,-73.99055,Private room,1,1.5,1.5 baths,1.0,120.0,23,4.96,4.96,4.87,5.0,5.0,4.78
Jose,65,45.0,Financial District,Manhattan,40.70595,-74.00564,Private room,1,2.0,2 shared baths,1.0,75.0,3,4.33,4.33,4.0,4.33,5.0,4.0
Mark,34,10.0,Middle Village,Queens,40.71726,-73.87628,Entire home/apt,4,1.0,1 bath,0.0,139.0,1,4.0,4.0,3.0,4.0,5.0,3.0
Doyen,92,11.0,Laurelton,Queens,40.67389,-73.75,Entire home/apt,5,1.0,1 bath,1.0,65.0,82,4.74,4.77,4.78,4.83,4.79,4.73
Sara,79,4.0,Williamsburg,Brooklyn,40.71543,-73.96392,Entire home/apt,2,1.0,1 bath,1.0,220.0,18,4.89,4.94,4.78,4.94,4.94,4.78
Cristina,100,1.0,Crown Heights,Brooklyn,40.67584,-73.93922,Entire home/apt,7,2.0,2 baths,3.0,270.0,22,4.91,4.95,5.0,4.95,4.68,4.82
Avi,86,148.0,Upper East Side,Manhattan,40.76978,-73.95449,Entire home/apt,2,1.0,1 bath,0.0,105.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Yvener,99,4.0,East Flatbush,Brooklyn,40.6551386,-73.9190927,Entire home/apt,3,1.0,1 bath,1.0,175.0,30,4.6,4.67,4.63,4.83,4.0,4.43
Mabel,99,5.0,Baychester,Bronx,40.87363,-73.8405,Entire home/apt,2,1.0,1 bath,1.0,99.0,17,4.18,4.41,4.12,4.18,4.41,4.06
Billy,98,3.0,Jamaica,Queens,40.66978,-73.77495,Private room,2,1.0,1 private bath,1.0,130.0,101,4.9,4.98,4.92,4.98,4.69,4.86
Danny,98,5.0,Bushwick,Brooklyn,40.68709,-73.91164,Private room,2,1.0,1 shared bath,1.0,54.0,59,4.98,4.98,4.97,4.98,4.88,4.95
Karen,100,17.0,Astoria,Queens,40.7686,-73.92968,Private room,2,1.0,1 shared bath,1.0,60.0,64,4.44,4.61,4.41,4.59,4.75,4.6
Tracy,89,1.0,East Village,Manhattan,40.72721,-73.97758,Private room,2,1.0,1 private bath,1.0,150.0,17,4.82,4.94,4.94,4.88,4.82,4.82
Amani,97,2.0,Bushwick,Brooklyn,40.68972,-73.91105,Private room,2,1.0,1 private bath,1.0,91.0,51,4.78,4.76,4.8,4.88,4.43,4.67
Mariam,100,1.0,Arrochar,Staten Island,40.5977843,-74.06750660000002,Entire home/apt,6,1.0,1 bath,3.0,120.0,40,4.53,4.64,4.79,4.77,4.56,4.62
Zaki,100,2.0,Fort Hamilton,Brooklyn,40.61646014132343,-74.03182304214465,Entire home/apt,5,2.0,2 baths,3.0,145.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Steven,98,2.0,Ozone Park,Queens,40.6839763407555,-73.8391654573082,Private room,2,1.0,1 private bath,1.0,109.0,43,4.75,4.82,4.77,4.77,4.68,4.77
Alexandra-Katherine,76,6.0,Williamsburg,Brooklyn,40.71034983199912,-73.9402477501692,Private room,2,1.0,1 bath,1.0,99.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Johari,100,6.0,Bedford-Stuyvesant,Brooklyn,40.67994,-73.91418,Private room,1,1.0,1 private bath,1.0,42.0,23,4.78,4.91,4.48,5.0,4.7,4.91
Kristina,69,19.0,Greenpoint,Brooklyn,40.72929,-73.956,Private room,2,1.0,1 shared bath,1.0,71.0,2,5.0,4.5,4.5,5.0,5.0,4.0
Ervis,98,7.0,Randall Manor,Staten Island,40.63491,-74.11408,Private room,1,1.0,1 shared bath,1.0,48.0,14,4.79,4.93,4.71,4.86,4.93,4.57
Dacia,96,4.0,Bedford-Stuyvesant,Brooklyn,40.69538,-73.93372,Entire home/apt,2,1.0,1 bath,1.0,244.0,123,4.95,4.98,4.94,4.95,4.67,4.89
